id,50,10,5,2,1,sentence
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,11,11,4,0,0,4
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,18,18,10,4,4,15
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,1,1,1,0,0,1
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,8,8,4,0,0,5
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,8,8,6,2,2,7
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,12,12,7,5,4,11
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,3,3,1,0,0,1
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,16,16,7,0,0,10
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,24,24,12,5,1,13
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,7,7,5,1,1,3
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,16,16,10,3,3,6
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,13,13,9,3,2,9
G10_Classics_05_chuci_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,24,24,13,8,4,20
G10_Classics_05_chuci_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,2,2,2,2,2,2
G10_Classics_05_chuci_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,48,48,32,7,4,31
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,7,7,5,2,0,6
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,2,2,2,1,1,2
G10_Classics_05_chuci_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,2,2,1,1,0,2
G10_Classics_05_chuci_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,14,14,5,2,1,4
G10_Classics_05_chuci_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,16,16,9,3,2,6
G10_Classics_05_chuci_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,10,10,5,1,1,5
G10_Classics_05_chuci_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,1,1,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,4,4,2,0,0,2
G10_Classics_05_chuci_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,17,17,8,1,1,8
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,2,2,1,0,0,2
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,4,4,1,0,0,2
G10_Classics_05_chuci_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,28,28,16,7,4,19
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,16,16,11,5,2,6
G10_Classics_06_yili_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,2,2,2,2,0,2
G10_Classics_06_yili_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,2,2,2,2,0,2
G10_Classics_06_yili_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,2,2,1,0,0,2
G10_Classics_06_yili_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,6,6,4,2,2,2
G10_Classics_06_yili_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,1,1,1,1,0,0
G10_Classics_06_yili_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,5,5,3,3,2,2
G10_Classics_06_yili_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,29,29,5,3,0,8
G10_Classics_07_shanhaijing_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,17,17,11,5,3,14
G10_Classics_07_shanhaijing_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,1,1,1,1,0,1
G10_Classics_07_shanhaijing_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,9,9,5,3,0,7
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,4,4,3,3,0,3
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,3,3,2,1,0,3
G10_Classics_07_shanhaijing_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,4,4,2,1,0,3
G10_Classics_07_shanhaijing_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,3,3,2,2,1,2
G10_Classics_07_shanhaijing_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,5,5,2,1,0,2
G10_Classics_07_shanhaijing_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,2,2,0,0,0,2
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,1,1,1,1,0,1
