id,50,10,5,2,1,sentence
G11_Etymology_04_fangyan_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G11_Etymology_05_jijiupian_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,161,161,100,51,12,67
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,381,381,281,185,17,222
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,115,115,68,30,15,100
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,137,137,79,27,14,53
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,178,178,108,51,25,54
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,173,173,112,60,28,49
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,155,155,84,27,9,114
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,91,91,62,30,22,69
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,4,4,4,3,2,1
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,72,72,32,11,7,48
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_01_huangdineijing_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,86,86,45,21,9,56
G12_Medicine_02_nanjing_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,1,1,1,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,1,1,1,1,1,1
G12_Medicine_02_nanjing_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_02_nanjing_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,1,1,0,0,0,1
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,2,2,1,1,0,2
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,1,1,0,0,0,1
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_03_shanghanlun_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,2,2,0,0,0,2
G12_Medicine_04_jinkuiyaolue_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_04_jinkuiyaolue_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_04_jinkuiyaolue_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_04_jinkuiyaolue_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_04_jinkuiyaolue_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_04_jinkuiyaolue_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G12_Medicine_04_jinkuiyaolue_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
